Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Thumbnail,Sequence,Item Number,Item Description,Item Rev,Qty,Min Qty,Max Qty,Optional,Mut Excl,Ref Des,Item Footprint,BOM Notes,For Documentation,Child Action,Technology,Item Lifecycle,Subclass,BOM Description,REACH Compliance,RoHS Compliance,Encryption,REACH Up To Date,Moisture Sensitivity Level (MSL),Special Assembly Instructions,Single Source,Item P2 Notes,Operation Temperature,Manufacture Part Has Redline,Mfr. Name,Mfr Full Name,Mfr Priority Suffix,Mfr. Lifecycle Phase,Conflict Minerals Status,Mfr. Part Number,Mfr. Part Lifecycle Phase,Packaging Type,Preferred Status,Country of Origin (MP),Last Time Buy,Last Time Ship,Weight (Gram),REACH Up To Date,REACH Compliance,RoHS Compliance,Reference Notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1272GLF,Active,,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0712K7L,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040214K7FT,RES-14K7-0402-1%-1/16W,MCO005862,6,,,,,"R612,R616,R618,R620,R625,R626",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WR04X1472FTL,Active,T&R,Preferred,China,,,0.00058,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,RC-02K1472FT,Active,T&R 10K,Preferred,China,,,0.00054,,22.SVHC_233_17Jan2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FL7--14K7,Active,T&R 5K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0714K7L,Active,,Preferred,Taiwan,,,0.00059,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1472GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402150RFT,RES-150R-0402-1%-1/16W,MCO007406,8,,,,,"R306,R323,R327,R344,R356,R371,R384,R401",R0402,,,Issue,SMT,Production,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW0402150RFKED,Active,T&R 10K,,Israel,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WR04X1500FTL,Active,T&R 10K,,China,,,0.00058,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1500,Active,T&R 10K,,Thailand,,,0.0007,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73H1ETTP1500F,Active,T&R 10K,,Japan;Malaysia;China,,,0.0007,15/01/2018 00:00:00 IST,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF1500X,Active,T&R 10K,,China,,,0.000631,07/07/2017 00:00:00 IDT,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,MCS04020C1500FE000,Active,T&R 10K,,Israel,,,0.000562,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-1500-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-1500FT,Active,T&R 10K,,Taiwan,,,0.000624,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07150RL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1500GLF,Active,T&R 10K,,Taiwan,,,0.000512,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402180RFT,RES-180R-0402-1%-1/16W,MCO002586,8,,,,,"R299,R334,R418,R480,R824,R852,R890,R979",R0402,,,Issue,SMT,Production,Resistor,,,,No,,‎1 – Unlimited,,,,0°C to 85°C,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FT1800,Active,,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07180RL,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,RCD,RCDCOMPONENTS INC,,Approved,Yes by Manuf.,MC0402-1800-FTW,Active,T&R 10K,Preferred,,,,0.001555,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-1800GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04021KBT,RES-1K-0402-0.1%-1/16W-25PPM,MCO006572,2,,,,,"R1008,R1009",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RN731ETTP1001,Inactive,T&R 10K,Inactive,Japan;Malaysia;China,,,0.000652,,15. SVHC_201_21Jul19,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WF04T1001BTL,Active,T&R 10K,Preferred,China,,,0.00058,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WF04U1001BTL,Active,T&R 10K,,China,,,0.00058,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,TNPW04021K00BEED‎‏,Active,T&R 10K,Preferred,Germany,,,0.000559,,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,RALEC,RALEC INC,,Approved,Yes by Product,RTT021001BTH,Inactive,T&R 10K,Inactive,,,,0,,15. SVHC_201_21Jul19,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,RALEC,RALEC INC,,Approved,Yes by Product,RTR021001BTH,Active,T&R 10K,Preferred,,,,0.00054,,,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRE071KL,Active,T&R 10K,Preferred,Taiwan,,,0.000564,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTC1001,Active,T&R 10K,,Taiwan,,,0.00054,,19.SVHC_219_08Jul2021,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SUSUMU,"SUSUMU CO.,LTD",,Approved,Yes by Manuf.,RG1005P-1001-B-T5,Active,T&R 10K,,Japan;China,,,0.00071,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,AR02BTD1001,Active,T&R 10K,Preferred,Taiwan,,,0.00054,15/06/2015 00:00:00 IDT,19.SVHC_219_08Jul2021,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,TC02G1001BT,Active,T&R 10K,Preferred,China,,,0.00054,,22.SVHC_233_17Jan2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RN731ETTP1001B25,EOL,T&R 10K,,Japan;Malaysia;China,30/09/2022,30/09/2022,0.00068,15/01/2018 00:00:00 IST,17.SVHC_209_25Jun20,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERA-2AEB102X,Active,T&R 10K,,Japan,,,0.000581,12/01/2017 00:00:00 IST,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RT0402BRD071KL‎‏,Active,T&R 10K,,Taiwan,,,0.000564,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SUSUMU,"SUSUMU CO.,LTD",,Approved,Yes by Manuf.,RG1005P-102-B-T5,Active,T&R 10K,,Japan;China,,,0.000675,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04021KFT,RES-1K-0402-1%-1/16W,MCO007406,89,,,,,"R15,R116,R120,R133,R138,R139,R147,R218,R228,R242,R255,R279,R283,R285,R286,R292,R307,R312,R318,R321,R375,R376,R379,R381,R382,R397,R447,R449,R461,R465,R487,R498,R507,R513,R539,R546,R553,R568,R575,R588,R597,R600,R608,R646,R678,R695,R696,R697,R734,R737,R797,R805,R812,R821,R822,R823,R836,R846,R865,R866,R874,R881,R902,R909,R915,R923,R927,R955,R956,R957,R959,R960,R972,R984,R993,R1018,R1025,R1057,R1073,R1080,R1087,R1094,R1101,R1108,R1138,R1142,R1145,R1149,R1153",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,FALSE,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW04021K00FKED,Active,T&R 10K,,Israel,,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F102CS,Active,T&R,,,,,0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WR04X1001FTL,Active,T&R 10K,,China,,,0.00058,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF1001X,Active,T&R 10K,,China,,,0.000631,07/07/2017 00:00:00 IDT,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-1001-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2GEJ102X,Active,T&R 10K,,China,,,0.000631,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,RALEC,RALEC INC,,Approved,Yes by Product,RTT021001FTH,Active,T/R 10K,Preferred,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,RC-02K1001FT,Active,T&R  10K,Preferred,China,,,0.00054,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-071KL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-1001FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1001,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73H1ETTP1001F,Active,T&R 10K,,Japan;Malaysia;China,,,0.0007,15/01/2018 00:00:00 IST,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F1001CS,Active,T&R 10K,Preferred,,,,0.000544,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-131KL,Active,T&R 50K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040220KFT,RES-20K-0402-1%-1/16W,MCO007406,2,,,,,"R748,R753",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2002GLF,Active,T&R 10K,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WR04X2002FTL,Active,T&R 10K,Preferred,China,,,0.00058,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FTE2002,Active,T&R 10K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF2002X,Active,T&R 10K,,China,,,0.000631,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-2002-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F203CS‎‏,Active,T&R,,,,,0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Fenghua,Guangdong Fenghua Adv Technology,,Approved,Not Conflict Free,RC-02K2002FT,Active,T/R 10K,Preferred,China,,,0.00054,,22.SVHC_233_17Jan2023,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0720KL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-2002FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF2002,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73H1ETTP2002F,Active,T&R 10K,,Japan;Malaysia;China,,,0.0007,15/01/2018 00:00:00 IST,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040221K5FT,RES-21K5-0402-1%-1/16W,MCO002586,1,,,,,R76,R0402,,,Issue,SMT,Production,Resistor,,,,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,WALSIN,Walsin Technology Corporation,,Approved,Yes by Product,WR04X2152FTL,Active,T&R,Preferred,China,,,0.00058,15/01/2018 00:00:00 IST,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FL7--21K5,Active,T&R 5K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0721K5L,Active,,Preferred,Taiwan,,,0.00059,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2152GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402249RFT,RES-249R-0402-1%-1/16W,MCO002586,128,,,,,"R204,R205,R206,R207,R208,R211,R212,R220,R221,R222,R230,R231,R232,R233,R234,R235,R236,R244,R245,R246,R247,R248,R266,R272,R281,R287,R301,R302,R303,R304,R305,R308,R310,R314,R315,R316,R317,R320,R329,R338,R339,R340,R342,R343,R347,R350,R351,R352,R354,R358,R369,R383,R392,R399,R400,R405,R421,R426,R429,R430,R431,R432,R433,R434,R437,R438,R439,R440,R445,R458,R474,R477,R481,R482,R484,R485,R493,R494,R495,R496,R504,R506,R508,R509,R510,R511,R522,R525,R526,R527,R528,R529,R530,R531,R532,R533,R534,R535,R536,R537,R559,R560,R561,R562,R563,R564,R565,R566,R583,R584,R585,R586,R799,R814,R831,R837,R864,R868,R873,R878,R882,R886,R961,R965,R968,R969,R1016,R1042",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2490GLF,Active,,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,RCD,RCDCOMPONENTS INC,,Approved,Yes by Manuf.,MC0402-2490-FTW,Active,T&R 10K,,,,,0.001555,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07249RL,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04022K2FT,RES-2K2-0402-1%-1/16W,MCO003857,2,,,,,"R78,R79",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2201GLF,Active,,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF2201X,Active,T&R,,China,,,0.000631,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FT-2201,Active,,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-10W-2201FT,Active,T&R,,Taiwan,,,0.000624,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-072K2L,Active,,Preferred,Taiwan,,,0.000597,,24.SVHC_240_23Jan2024,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04022KFT,RES-2K-0402-1%-1/16W,MCO007406,6,,,,,"R199,R377,R378,R893,R894,R910",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,FALSE,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F202CS,Active,T&R,,,,,0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,PANASONIC,Panasonic Industrial Company,,Approved,Yes by Product,ERJ-2RKF2001X,Active,T&R,,China,,,0.000631,07/07/2017 00:00:00 IDT,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF2001,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,KOA,KOA Speer Electronics,,Approved,Yes by Manuf.,RK73H1ETTP2001F,Active,T&R,,Japan;Malaysia;China,,,0.0007,15/01/2018 00:00:00 IST,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR-02FL6----2K,Active,T&R 10K,,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FT2001,EOL,T&R 10K,Preferred,Taiwan,,,0.00062,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-072KL,Active,T&R,Preferred,Taiwan,,,0.000597,,24.SVHC_240_23Jan2024,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2001GLF,Active,T&R,Preferred,Taiwan,,,0.000512,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04022R2FT,RES-2R2-0402-1%-1/16W,MCO002586,9,,,,,"R93,R94,R95,R96,R108,R109,R110,R111,R112",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,FALSE,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FTE2R2,Active,,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-072R2L,Active,,Preferred,Taiwan,,,0.00059,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2R2GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
